yazar_id,ekno,kisa_adi,tam_adi
1,8,S. F. Abasıyanık,Sait Faik Abasıyanık
2,127,H. Taner,Haldun Taner
3,128,Atasözü,Atasözü
4,129,F. R. Atay,Falih Rıfkı Atay
5,130,Karacaoğlan,Karacaoğlan
6,131,E. B. Koryürek,Enis Behiç Koryürek
7,132,T. Buğra,Tarık Buğra
8,133,R. N. Güntekin,Reşat Nuri Güntekin
9,134,M. Yesari,Mahmut Yesari
10,135,M. Ş. Esendal,Memduh Şevket Esendal
11,137,Yunus Emre,Yunus Emre
12,138,F. N. Çamlıbel,Faruk Nafiz Çamlıbel
13,139,Y. Z. Ortaç,Yusuf Ziya Ortaç
14,141,H. E. Adıvar,Halide Edip Adıvar
15,142,R. H. Karay,Refik Halit Karay
16,143,N. H. Onan,Necmettin Halil Onan
17,144,P. Safa,Peyami Safa
18,145,A. Ş. Hisar,Abdülhak Şinasi Hisar
19,146,Z. O. Saba,Ziya Osman Saba
20,147,H. R. Gürpınar,Hüseyin Rahmi Gürpınar
21,149,O. Rifat,Oktay Rifat
22,151,M. C. Anday,Melih Cevdet Anday
23,152,Ömer Seyfettin,Ömer Seyfettin
24,153,Ziya Gökalp,Ziya Gökalp
25,155,T. Dursun K,Tarık Dursun K
26,156,T. Fikret,Tevfik Fikret
27,158,Atatürk,Atatürk
28,159,R. E. Ünaydın,Ruşen Eşref Ünaydın
29,160,Y. K. Karaosmanoğlu,Yakup Kadri Karaosmanoğlu 
30,161,Y. K. Beyatlı,Yahya Kemal Beyatlı
31,162,Anayasa,Anayasa
32,163,H. Z. Uşaklıgil,Halit Ziya Uşaklıgil
33,164,O. C. Kaygılı,Osman Cemal Kaygılı
34,165,A. İlhan,Attilâ İlhan
35,166,O. V. Kanık,Orhan Veli Kanık
36,167,C. S. Tarancı,Cahit Sıtkı Tarancı
37,168,Y. N. Nayır,Yaşar Nabi Nayır
38,169,Halk türküsü,Halk türküsü
39,170,Namık Kemal,Namık Kemal
40,171,O. Kemal,Orhan Kemal
41,172,M. C. Kuntay,Mithat Cemal Kuntay
42,173,N. Ataç,Nurullah Ataç
43,174,Ç. Altan,Çetin Altan
44,175,O. Hançerlioğlu,Orhan Hançerlioğlu
45,176,B. K. Çağlar,Behçet Kemal Çağlar
46,177,E. E. Talu,Ercüment Ekrem Talu
47,178,E. M. Karakurt,Esat Mahmut Karakurt
48,179,Ahmet Rasim,Ahmet Rasim
49,180,B. Felek,Burhan Felek
50,181,Süruri,Süruri
51,182,Ruhi,Ruhi
52,183,Halikarnas Balıkçısı,Halikarnas Balıkçısı
53,184,Gevheri,Gevheri
54,185,A. M. Dıranas,Ahmet Muhip Dıranas
55,186,N. Araz,Nezihe Araz
57,188,N. Cumalı,Necati Cumalı
58,190,B. Necatigil,Behçet Necatigil
59,191,S. M. Alus,Sermet Muhtar Alus
60,193,H. C. Yalçın,Hüseyin Cahit Yalçın
61,197,F. F. Tülbentçi,Feridun Fazıl Tülbentçi
62,199,A. Sayar,Abbas Sayar
63,201,Yavuz Sultan Selim,Yavuz Sultan Selim
64,202,A. K. Tecer,Ahmet Kutsi Tecer
65,203,Şeyh Galip,Şeyh Galip
66,204,Âşık Veysel,Âşık Veysel
67,205,Nabizade Nâzım,Nabizade Nâzım
68,206,C. Uçuk,Cahit Uçuk
69,207,F. Köprülü,Fuat Köprülü
70,208,O. S. Orhon,Orhan Seyfi Orhon
71,209,Evliya Çelebi,Evliya Çelebi
72,210,A. Haşim,Ahmet Haşim
73,211,Ahmet Midhat Efendi,Ahmet Midhat Efendi
74,212,T. Oflazoğlu,Turan Oflazoğlu
75,214,M. S. Sutüven,Mustafa Seyit Sutüven
76,215,A. Gündüz,Aka Gündüz
77,216,Baki,Baki
78,217,F. H. Dağlarca,Fazıl Hüsnü Dağlarca
79,218,M. E. Yurdakul,Mehmet Emin Yurdakul
80,219,S. Birsel,Salâh Birsel
81,220,Pir Sultan Abdal,Pir Sultan Abdal
82,221,E. İ. Benice,Etem İzzet Benice
83,223,A. H. Tanpınar,Ahmet Hamdi Tanpınar
84,224,N. S. Örik,Nahid Sırrı Örik
85,225,B. S. Erdoğan,Bekir Sıtkı Erdoğan
86,226,R. Erduran,Refik Erduran
88,228,Âşık Ömer,Âşık Ömer
89,229,H. S. Tanrıöver,Hamdullah Suphi Tanrıöver
90,231,A. N. Asya,Arif Nihat Asya
91,232,H. F. Ozansoy,Halit Fahri Ozansoy
92,233,Dede Korkut,Dede Korkut
93,234,Âşık Ruhsati,Âşık Ruhsati
94,235,Ö. B. Uşaklı,Ömer Bedrettin Uşaklı
95,236,R. Çalapala,Rakım Çalapala
96,237,S. Kocagöz,Samim Kocagöz
97,238,M. And,Metin And
98,240,Şarkı,Şarkı
99,242,R. T. Bölükbaşı,Rıza Tevfik Bölükbaşı
101,244,Enderunlu Vasıf,Enderunlu Vasıf
102,246,R. Ilgaz,Rıfat Ilgaz
104,249,Muallim Naci,Muallim Naci
105,250,Seyrani,Seyrani
106,251,N. Kurşunlu,Nazım Kurşunlu
107,252,Bahai,Bahai
108,254,S. Ayverdi,Sâmiha Ayverdi
109,255,Muhibbi,Muhibbi
111,257,Cem Sultan,Cem Sultan
112,258,Erzurumlu Emrah,Erzurumlu Emrah
113,260,F. İz,Fahir İz
114,261,Âşık Ali İzzet,Âşık Ali İzzet
115,262,Dadaloğlu,Dadaloğlu
116,263,Nefi,Nefi
117,265,Kul Mustafa,Kul Mustafa
118,267,Nedim,Nedim
119,268,Şemsettin Sami,Şemseddin Sami
120,270,M. N. Sepetçioğlu,Mustafa Necati Sepetçioğlu
121,272,E. C. Güney,Eflâtun Cem Güney
122,275,A. Kabaklı,Ahmet Kabaklı
124,277,K. Kamu,Kemalettin Kamu
126,281,K. Tahir,Kemal Tahir
127,282,Y. Kemal,Yaşar Kemal
128,283,N. Nadi,Nadir Nadi
129,284,S. Ertem,Sadri Ertem
130,285,M. A. Ersoy,Mehmet Akif Ersoy
131,286,Bayburtlu Zihni,Bayburtlu Zihni
132,287,T. S. Halman,Talât Sait Halman
133,290,Şinasi,Şinasi
134,292,Ş. Rado,Şevket Rado
135,293,N. F. Kısakürek,Necip Fazıl Kısakürek
136,294,S. Ali,Sabahattin Ali
137,297,N. Neyzi,Nezih Neyzi
138,300,K. H. Koray,Kenan Hulûsi Koray
139,301,C. Külebi,Cahit Külebi
140,304,Z. Selimoğlu,Zeyyat Selimoğlu
141,305,A. Kutlu,Ayla Kutlu
143,310,A. H. Tarhan,Abdülhak Hamit Tarhan
144,312,C. Meriç,Cemil Meriç
145,314,B. R. Eyüboğlu,Bedri Rahmi Eyüboğlu
146,315,C. Şehabettin,Cenap Şehabettin
147,316,S. Derviş,Suat Derviş
148,317,E. Bener,Erhan Bener
151,320,Y. Z. Bahadınlı,Yusuf Ziya Bahadınlı
153,324,Fahri Celâlettin,Fahri Celâlettin
154,328,Süleyman Çelebi,Süleyman Çelebi
155,331,İrfani,İrfani
156,334,O. Asena,Orhan Asena
157,336,Z. Ö. Defne,Zeki Ömer Defne
158,338,Marş,Marş
159,340,S. Eyüboğlu,Sabahattin Eyüboğlu
160,341,Dertli,Dertli
161,342,S. Ali,Sabahattin Ali
162,344,Anonim şiir,Anonim şiir
163,350,İ. H. Baltacıoğlu,İsmail Hakkı Baltacıoğlu
164,351,H. M. Ebcioğlu,Hikmet Münir Ebcioğlu
165,355,C. Bayar,Celal Bayar
166,357,M. Çınarlı,Mehmet Çınarlı
167,358,H. Â. Yücel,Hasan Âli Yücel
168,359,M. İzgü,Muzaffer İzgü
169,360,K. Bilbaşar,Kemal Bilbaşar
170,361,E. Işınsu,Emine Işınsu
171,362,İ. Sağır,İbrahim Sağır
173,367,Koca Ragıp Paşa,Koca Ragıp Paşa
174,369,S. Taşer,Suat Taşer
175,370,M. Kaplan,Mehmet Kaplan
177,375,H. N. Atsız,Hüseyin Nihal Atsız
178,381,Atai,Atai
179,382,Ziya Paşa,Ziya Paşa
180,385,S. Batu,Selâhattin Batu
181,386,Rasih,Rasih
182,387,A. H. Müftüoğlu,Ahmet Hikmet Müftüoğlu
183,388,F. Otyam,Fikret Otyam
184,390,H. Pulur,Hasan Pulur
185,391,Nâzım Hikmet,Nâzım Hikmet
186,401,O. Atay,Oğuz Atay
187,406,S. Dölek,Sulhi Dölek
188,407,N. Eray,Nazlı Eray
189,408,M. Seyda,Mehmet Seyda
190,409,M. Rona,Mustafa Rona
191,410,L. Tekin,Lâtife Tekin
192,411,S. Çokum,Sevinç Çokum
193,412,A. Ağaoğlu,Adalet Ağaoğlu
194,413,İ. Sarıer,İlker Sarıer
195,414,S. Soysal,Sevgi Soysal
196,415,A. Dino,Abidin Dino
197,422,B. Akyavaş,Beynun Akyavaş
198,423,İ. Özel,İsmet Özel
199,424,S. İleri,Selim İleri
200,425,A. H. Çelebi,Asaf Halet Çelebi
201,426,A. Erhat,Azra Erhat
202,427,M. Mungan,Murathan Mungan
203,428,A. Boysan,Aydın Boysan
204,429,N. Meriç,Nezihe Meriç
205,430,O. N. Akın,Osman Nihat Akın
206,431,T. Uyar,Tomris Uyar
207,432,T. Yücel,Tahsin Yücel
208,433,M. Uyguner,Muzaffer Uyguner
209,434,M. Buyrukçu,Muzaffer Buyrukçu
210,435,R. Akyavaş,Ragıp Akyavaş
211,436,B. Günel,Burhan Günel
212,437,A. Kulin,Ayşe Kulin
213,438,A. Ümit,Ahmet Ümit
214,439,L. Erbil,Leylâ Erbil
215,440,S. Hilav,Selâhattin Hilav
216,441,A. Cemal,Ahmet Cemal
217,442,A. N. Karacan,Ali Naci Karacan
218,443,N. Bezmen,Nermin Bezmen
219,445,İ. A. Gövsa,İbrahim Alâeddin Gövsa
220,446,S. Sema,Sadri Sema
221,448,Musahipzade Celâl,Musahipzade Celâl
222,449,E. Şafak,Elif Şafak
223,450,İ. O. Anar,İhsan Oktay Anar
224,452,N. Uygur,Nermi Uygur
225,454,H. Bayaz,Hüseyin Bayaz
226,455,R. Mağden,Reha Mağden
227,456,Y. Atılgan,Yusuf Atılgan
228,457,M. Kutlu,Mustafa Kutlu
229,458,A. Kilimci,Ayşe Kilimci
230,459,G. Sazak,Gürbüz Sazak
231,463,Fuzuli,Fuzuli
232,464,Peride Celal,Peride Celal
233,465,F. Erdinç,Fahri Erdinç
234,466,M. İlhan,Mustafa İlhan
236,468,S. Şengil,Salim Şengil
237,469,M. Başaran,Mehmet Başaran
238,470,Y. Koray,Yaman Koray
239,471,H. Aytekin,Halil Aytekin
240,472,H. Birand,Hikmet Birand
241,473,F. Baykurt,Fakir Baykurt
242,474,N. Üstün,Nevzat Üstün
243,475,İ. Tarus,İlhan Tarus
244,476,A. Özakın,Aysel Özakın
245,477,K. Korcan,Kerim Korcan
246,478,E. Atasü,Erendiz Atasü
247,479,İ. Aral,İnci Aral
248,480,O. Aysu,Osman Aysu
249,481,A. Nesin,Aziz Nesin
250,482,Ü. Dökmen,Üstün Dökmen
251,483,H. Topuz,Hıfzı Topuz
252,484,A. İ. Özkan,Ali İzzet Özkan
253,485,S. Erez,Selçuk Erez
254,487,Neyzen Tevfik,Neyzen Tevfik
255,488,Füruzan,Füruzan
256,489,F. Edgü,Ferit Edgü
258,491,N. Elver,Nurcan Elver
259,492,N. Duygulu,Necmi Duygulu
261,494,E. B. Şapolyo,Enver Behnan Şapolyo
262,495,A. Özcan,Abdülkadir Özcan
263,496,O. Türker,Orhan Türker
264,497,Y. Baştunç,Yüksel Baştunç
265,498,T. Yeşilyurt,Türkân Yeşilyurt
266,499,O. Özdeş,Oğuz Özdeş
267,500,Ö. Serengil,Öztürk Serengil
268,501,İ. H. Sevük,İsmail Habib Sevük
269,502,Ö. Tekdemir,Özcan Tekdemir
270,503,N. Gezer,Nadir Gezer
271,504,M. R. Gazimihal,Mahmut Ragıp Gazimihal
272,505,Ü. Kurtcan,Ülker Kurtcan
273,506,E. Sarı,Eren Sarı
275,508,Ş. Bulut,Şevket Bulut
276,509,Ş. Sağlık,Şaban Sağlık
277,510,A. B. Kafaoğlu,Arslan Başer Kafaoğlu
278,511,M. Işık,Metin Işık
279,512,E. Kongar,Emre Kongar
280,513,S. Gümüş,Semih Gümüş
281,514,İ. Şahin,İbrahim Şahin
282,515,M. Yüzbaşıoğlu,Muammer Yüzbaşıoğlu
283,516,F. O. Altay,Fırat Onur Altay
284,517,A. Güzelce,Asuman Güzelce
285,518,S. Soydan,Seyit Soydan
286,519,A. T. Onay,Ahmet Talât Onay
287,520,R. E. Koçu,Reşat Ekrem Koçu
288,521,V. Sezer,Vildan Sezer
289,522,F. Duman,Fatih Duman
290,523,A. C. Saraçoğlu,Ahmet Cemaleddin Saraçoğlu
291,524,S. Erol,Safiye Erol
292,525,A. Güzel,Ahmet Güzel
293,526,G. Öz,Gülağ Öz
294,527,T. Kılınç,Tekin Kılınç
295,528,S. Sabancı,Sakıp Sabancı
297,530,M. Menteş,Murat Menteş
298,531,S. Akça,Sakine Akça
299,532,Y. İşgörenler,Yaşar İşgörenler
300,533,A. Yalçın,Alemdar Yalçın
301,534,B. Arpad,Burhan Arpad
302,535,M. Eroğlu,Mehmet Eroğlu
303,536,Ş. Akyol,Şadan Akyol
305,538,C. Karadaş,Cemalettin Karadaş
307,540,T. Dilligil,Turhan Dilligil
308,541,İ. Önal,İbrahim Önal
309,542,İ. Özer,İlbeyi Özer
310,543,A. Kıyat,Atilla Kıyat
311,544,A. S. Emon,Ayşe Saliha Emon
312,545,Ş. Çakmak,Şule Çakmak
313,546,M. Papuç,Murat Papuç
314,547,A. E. Kavaklı,Ali Erkan Kavaklı
315,548,C. Kayra,Cahit Kayra
316,549,O. Özbaş,Osman Özbaş
317,550,O. Kılıç,Osman Kılıç
318,551,Y. Kalafat,Yaşar Kalafat
319,552,G. Özcanar,Gözde Özcanar
320,553,E. Kantaş,Ebru Kantaş
321,554,S. Alkan,Selçuk Alkan
322,555,H. N. Orkun,Hüseyin Namık Orkun
323,556,S. Y. Ataman,Sadi Yaver Ataman
324,557,E. Kökçü,Engin Kökçü
325,558,S. Arkan,Sibel Arkan
326,559,K. Yalçın,Kemal Yalçın
327,560,E. Özkan,Erdal Özkan
328,561,D. Kuban,Doğan Kuban
329,562,H. Kıyafet,Hasan Kıyafet
330,563,A. Arlısoy,Akın Arlısoy
331,564,A. Şimşirgil,Ahmet Şimşirgil
332,565,İ. H. Uzunçarşılı,İsmail Hakkı Uzunçarşılı
333,566,M. S. Taşkıran,Mehmet Sait Taşkıran
334,567,F. Ünal Şen,Fügen Ünal Şen
335,568,O. Türkdoğan,Orhan Türkdoğan
336,569,A. Bayındır,Ali Bayındır
337,570,A. İ. Kolcu,Ali İhsan Kolcu
338,571,R. O. Türkkan,Reha Oğuz Türkkan
339,572,H. Akın,Hakan Akın
340,573,İ. Emre,İsmet Emre
341,574,E. İşeri,Erkan İşeri
342,575,İ. Sarı,İbrahim Sarı
343,576,S. Altan,Selim Altan
344,577,Y. Dağlar,Yaşar Dağlar
345,578,E. Can,Emine Can
346,579,M. Çolak,Mikail Çolak
347,580,M. D. Göksu,Mehmet Davut Göksu
348,581,M. Öz,Mustafa Öz
349,582,U. Becerikli,Uğur Becerikli
350,583,İ. Pala,İskender Pala
351,584,F. Tevetoğlu,Fethi Tevetoğlu
352,585,H. Yakut Üstündağ,Hülya Yakut Üstündağ
353,586,M. Çay,Mustafa Çay
354,587,B. Büyükarkın,Bekir Büyükarkın
355,588,M. Alagöz,Mustafa Alagöz
356,589,S. Şen,Serdar Şen
357,590,R. Özen,Rahmi Özen
358,591,S. Yılmaz,Salih Yılmaz
359,592,A. Söylemez,Ahmet Söylemez
360,593,A. Kalkan,Atiye Kalkan
361,594,V. Zat,Vefa Zat
362,595,M. Karnas,Mustafa Karnas
363,596,N. Tosuner,Necati Tosuner
364,597,O. Çeviksoy,Osman Çeviksoy
365,598,S. Tufan,Sinem Tufan
366,599,A. Çamlıca,Alper Çamlıca
367,600,Ü. Alan,Ümit Alan
368,601,H. Özgü,Halis Özgü
369,602,H. Çimrin,Hüseyin Çimrin
370,603,Ö. İnce,Özdemir İnce
371,604,M. Sönmez,Mustafa Sönmez
372,605,M. Demirtaş,Mehmet Demirtaş
373,606,M. K. Koca,Mustafa Kemal Koca
374,607,D. Akçam,Dursun Akçam
375,608,S. Gümüş,Sefer Gümüş
376,609,G. Vassaf,Gündüz Vassaf
378,611,M. Çelik,Mehmet Çelik
380,613,R. Çavuş,Remzi Çavuş
381,614,S. M. Şen,Seyit Mehmet Şen
382,615,M. K. Pilavoğlu,Mehmet Kemal Pilavoğlu
383,616,Y. Benligiray,"Yılmaz Benligiray, Kerim Banar"
384,617,A. Kalender Önel,Arife Kalender Önel
385,618,M. Deri,Mehmet Deri
386,619,A. Timuçin,Afşar Timuçin
387,620,N. Yeğinobalı,Nihal Yeğinobalı
388,621,S. Erelvanlı,Semih Erelvanlı
389,622,T. Demirkan,Tarık Demirkan
390,623,M. H. Alşan,Mehmet Hakan Alşan
391,624,G. G. Özdoğan,Günay Göksu Özdoğan
392,625,A. Deliorman,Altan Deliorman
393,626,T. Sönmez ,Temel Sönmez 
394,627,E. Şefik,Eşref Şefik
395,628,F. Ülkü,Faruk Ülkü 
396,629,F. B. Aydın,Fatih Baha Aydın
397,630,F. Çakmak,Fevzi Çakmak
398,631,C. Gündoğdu,Cengiz Gündoğdu
399,632,R. Seyhan,Recep Seyhan
400,633,A. Işık ,Adem Işık 
401,634,J. İnan,Jale İnan
402,635,H. İ. Dinamo,Hasan İzzettin Dinamo
403,636,F. Acunsal,Ferit Acunsal
404,637,M. Yılmaz,Mutlu Yılmaz
405,638,K. Gözler,Kemal Gözler
406,639,Ö. Engin,Ömer Engin
407,640,H. Altınkaynak,Hikmet Altınkaynak
408,641,M. Kadıoğlu,Muhsin Kadıoğlu
409,642,O. Erdoğan,Onur Erdoğan
411,644,B. Taşçıoğlu,Behçet Taşçıoğlu
412,645,E. Ergül,Ergin Ergül
413,646,N. Tektaş,Nazım Tektaş
414,647,İ. H. Yıldız,İbrahim Halil Yıldız
415,648,İ. Tohumcu,İmran Tohumcu
416,649,T. Erdağ,Turgay Erdağ
417,650,İ. Kurt,İlyas Kurt
418,651,O. Diler,Onur Diler
419,652,S. Sinanlar,Seza Sinanlar
420,653,A. Y. Özemre,Ahmed Yüksel Özemre
421,654,C. Kepekçi,Celâl Kepekçi
422,655,A. An,Ahmet An
423,656,B. Atabay,Banu Atabay
424,657,T. Z. Akıncı,Tarık Ziya Akıncı
425,658,M. K. Öke,Mim Kemal Öke
426,659,A. Çaycı,Abdurrahman Çaycı
427,660,M. Oruçoğlu,Muzaffer Oruçoğlu
428,661,Ş. Yetkin,Şerare Yetkin
429,662,S. Gümüş,Sezer Gümüş
430,663,A. Böke Önder,Alper Böke Önder
431,664,E. Kılıç,Ercüment Kılıç
432,665,S. Karakoç,Sezai Karakoç
433,666,E. Noyan,Erdal Noyan
434,667,M. T. Tan,M. Turhan Tan
435,668,N. Kayabaşı,Nahit Kayabaşı
436,669,H. İnanıcı,Haluk İnanıcı
437,670,S. Yetkin,Sabri Yetkin
438,671,E. Özkalp,Enver Özkalp
439,672,Y. Aksoy,Yaşar Aksoy
440,673,M. Cezar,Mustafa Cezar
441,674,M. C. Yenigün,M. Cüneyt Yenigün
442,675,Ö. Kurtbağ,Ömer Kurtbağ
443,676,H. Şıvgın,Hale Şıvgın
444,677,Ç. Karlıdağ,Çağrı Karlıdağ
445,678,F. Çoker,Fahri Çoker
446,679,O. Aslanapa,Oktay Aslanapa
447,680,M. Özata,Metin Özata
448,681,N. Bilgin,Nejla Bilgin
449,682,A. Kaya,Ali Kaya
450,683,E. Göze,Ergun Göze
451,684,A. Mengi,Ayşegül Mengi
452,685,A. Gündoğdu,Aysel Gündoğdu
453,686,M. Z. Akgün,M. Zerrin Akgün
454,687,B. Karpuz,Beyhan Karpuz
455,688,M. Goloğlu,Mahmut Goloğlu
456,689,H. Z. Yiğitler,H. Zekâi Yiğitler
457,690,C. Erkmen,Cemal Erkmen
458,691,N. Tekerek,Nurhan Tekerek
459,692,Z. Kocasinan,Zeynep Kocasinan
460,693,Z. Aydın,Zafer Aydın
461,694,N. Haksun,Necati Haksun
462,695,D. Özlem,Doğan Özlem
463,696,M. Paksu,Mehmed Paksu
465,698,A. Özsoy Özmen,Arzu Özsoy Özmen
466,699,E. B. Ekinci,Ekrem Buğra Ekinci
467,700,S. İsmail,Sabahattin İsmail
469,702,Ü. Tamer,Ülkü Tamer
470,703,H. Apan,Hüseyin Apan
471,704,S. Atmaca,Sezer Atmaca
472,705,D. Kent,Dilek Kent
473,706,Y. Sarpdere,Yücel Sarpdere
474,707,R. İzbırak,Reşat İzbırak
475,708,S. Çolakoğlu,Selçuk Çolakoğlu
477,710,Ö. Türk,Özlem Türk
478,711,B. Kılıçaslan,Burak Kılıçaslan
479,712,T. A. Beler,Turan Aziz Beler
480,713,E. Bahadır,Elif Bahadır
481,714,S. Taşkın,Serkan Taşkın
482,715,N. Gümüş,Naci Gümüş
483,716,Y. Dikmelik,Yalçın Dikmelik
484,717,R. Duru,Refik Duru
485,718,Y. Koç,Yıldırım Koç
486,719,M. Zencirkıran,Memet Zencirkıran
487,720,A. Bezirci,Asım Bezirci
488,721,İ. İnsaf Turan,İlknur İnsaf Turan
489,722,A. Bilgin,Arif Bilgin
490,723,E. H. Tepeyran,Ebubekir Hazım Tepeyran
491,724,O. Burian,Orhan Burian
492,725,B. Seyidoğlu,Bilge Seyidoğlu
493,726,Ö. Celep,Ömer Celep
494,727,T. Morgül,Tan Morgül
495,728,Y. Ertürk,Yaşar Ertürk
496,729,Ü. Değerli,Ünal Değerli
497,730,R. Genç,Reşat Genç
498,731,A. Avanas,Ahmet Avanas
499,732,S. Başman,Sevgi Başman
500,733,A. Çeçen,Anıl Çeçen
501,734,A. G. Yıldız,Ahmet Günbay Yıldız
502,735,S. Yıldızlı,Sinan Yıldızlı
503,736,O. Şahin,Osman Şahin
504,737,I. Ergüden,Işık Ergüden
505,738,H. Mahir,Hasan Mahir
506,739,R. Bilginer,Recep Bilginer
507,740,Ö. Eren,Özhan Eren
509,742,A. Uysal,Asiye Uysal
510,743,T. Baytop,Turhan Baytop
512,745,G. Boralıoğlu,Gaye Boralıoğlu
513,746,N. Gerek,Nüvit Gerek
514,747,T. Uzer,Tahsin Uzer
515,748,Ş. Belli,Şemsi Belli
516,749,İ. Selçuk,İlhan Selçuk
517,750,R. Mutluay,Rauf Mutluay
518,751,A. Sarıkoyuncu,Ali Sarıkoyuncu
519,752,İ. Tokalak,İsmail Tokalak
520,753,M. Kahveci,Mesut Kahveci
521,754,T. Yücel,Talip Yücel
522,755,N. Abadan Unat,Nermin Abadan Unat
523,756,G. Eke,Gazi Eke
524,757,O. Acıpayamlı,Orhan Acıpayamlı
525,758,H. Özdemir,Hüseyin Özdemir
526,759,M. K. Su,Mükerrem Kâmil Su
527,760,Z. Danışman,Zuhuri Danışman
528,761,A. Binyazar,Adnan Binyazar
529,762,Y. Kopan,Yekta Kopan
530,763,M. Bardak,Mustafa Bardak
531,764,A. Aras,Alp Aras
532,765,G. Dayıoğlu,Gülten Dayıoğlu
533,766,M. Uysal,Murat Uysal
534,767,M. A. Eser,Mehmet Ali Eser
535,768,O. Sinanoğlu,Oktay Sinanoğlu
536,769,İ. İncecik,İbrahim İncecik
537,770,Ç. Acar,Çiğdem Acar
538,771,A. Alatlı,Alev Alatlı
540,773,B. N. Şimşir,Bilal N. Şimşir
541,774,S. Z. Ekinci,Salih Zeki Ekinci
542,775,O. Ünal,Oğuz Ünal
543,776,A. B. Taymas,Abdullah Battal Taymas
544,777,F. Bilir,Faruk Bilir
545,778,F. Ergut,Ferdan Ergut
546,779,R. Keskin,Rıza Keskin
547,780,F. Bildirici,Faruk Bildirici
548,781,F. Yıldırım,Fatmagül Yıldırım
549,782,A. Kurtuluş,Akif Kurtuluş
550,783,A. Karaosmanoğlu,Attila Karaosmanoğlu
551,784,M. Çubukçu,Mete Çubukçu
552,785,U. Kavas,Uğur Kavas
553,786,İ. Ortaylı,İlber Ortaylı
554,787,B. Onur,Bekir Onur
555,788,M. Ertuğrul,Muhsin Ertuğrul
556,789,D. Ceyhun,Demirtaş Ceyhun
557,790,Ş. S. Aydemir,Şevket Süreyya Aydemir
558,791,C. Özakıncı,Cengiz Özakıncı
559,792,T. Güler,Turgut Güler
560,793,U. Yördem,Usame Yördem
561,794,H. Şahan,Halil Şahan
562,795,Ö. Öze,Özkan Öze
563,796,M. K. Kurşunluoğlu,Mehmed Kemal Kurşunluoğlu
565,798,A. Hız,Aydın Hız
566,799,N. Kösoğlu,Nevzat Kösoğlu
567,800,A. Mumcu,Ahmet Mumcu
568,801,N. Gün,Nil Gün
569,802,N. Hacıeminoğlu,Necmettin Hacıeminoğlu
570,803,A. Çimen,Altan Çimen
571,804,A. N. Tarlan,Ali Nihad Tarlan
572,805,G. Akçura,Gökhan Akçura
573,806,L. Koradan,Lilay Koradan
574,807,H. Batu,Hâmit Batu
575,808,B. S. Oransay,Bekir Sıtkı Oransay
576,809,H. Duru,Hilmi Duru
577,810,Ş. Keçeli,Şakir Keçeli
578,811,A. İnan,Abdülkadir İnan
579,812,Ü. Kurtçu,Ünal Kurtçu
580,813,A. Efe,Ahmet Efe
581,814,V. Taş,Vadullah Taş
582,815,A. C. Yöntem,Ali Canip Yöntem
583,816,O. Ş. Uludağ,Osman Şevki Uludağ
584,817,Ü. Özmen,Ünsal Özmen
585,818,M. Tatcı,Mustafa Tatcı
586,819,M. Belge,Murat Belge
587,820,E. B. Merdivan,Emrah Bilge Merdivan
588,821,B. Baykara,Barbaros Baykara
589,822,C. Bektaş,Cengiz Bektaş
590,823,A. T. Barniç,Ali Turan Barniç
591,824,Ö. Süslü,Özden Süslü
592,825,İ. H. Danişmend,İsmail Hami Danişmend
593,826,S. Demiray,Sebahattin Demiray
594,827,H. Yıldırım,Hasan Yıldırım
595,828,K. İnan,Kamran İnan
596,829,P. Mermer,Pınar Mermer
598,831,C. Özcan,Cumali Özcan
599,832,M. Tahsin Berkand,Muazzez Tahsin Berkand
600,833,C. Baysu,Cengiz Baysu
601,834,N. Demir,Necati Demir
602,835,Ö. Güven,Özbay Güven
603,836,K. N. Duru,Kâzım Nami Duru
604,837,N. Eren,Naci Eren
605,838,C. Kavukçu,Cemil Kavukçu
606,839,B. Oğuz,Burhan Oğuz
607,840,M. S. Koz,Mehmet Sabri Koz
608,841,M. Ekdal,Müfid Ekdal
609,842,N. Aydın,Nurettin Aydın
610,843,M. Özdemir,Mehmet Özdemir
611,844,M. Üçer,Müjgân Üçer
612,845,Mahmut Şevket Paşa,Mahmut Şevket Paşa
613,846,M. S. Gürsel,Mahmud Selim Gürsel
614,847,İ. Demirbaş,İrem Demirbaş
615,848,Y. Bozyiğit,Yaşar Bozyiğit
616,849,H. N. Atsız,Hüseyin Nihal Atsız
617,850,P. Kür,Pınar Kür
619,852,C. Dağcı,Cengiz Dağcı
620,853,O. Baydar,Oya Baydar
621,854,S. Bektöre,Saadet Bektöre
622,855,M. H. Doğan,Mehmet H. Doğan
623,856,G. Bilgehan,Gülsün Bilgehan
624,857,K. Erzurum,Kenan Erzurum
625,858,K. Köroğlu,Kemalettin Köroğlu
626,859,M. Erendil,Muzaffer Erendil
627,860,Y. Nadi,Yunus Nadi
628,861,K. Büyüktaşkın,Keremcan Büyüktaşkın
629,862,M. Yücel,Müslüm Yücel
630,863,H. A. Avcı,Haydar A. Avcı
631,864,R. Zelyut,Rıza Zelyut
632,865,A. Tekin,Arslan Tekin
633,866,J. Baysal,Jale Baysal
634,867,H. E. Erkilet,H. Emir Erkilet
635,868,H. T. Akarsu,Hikmet Temel Akarsu
